Timestamp,"By pressing ""I consent"" and submitting the questionnaire, you are indicating that you have given consent to participate in our research. No personal data is saved nor used. ",Question 1 [Which image do you like best?],Question 1 [Which image do you like second best?],Question 1 [Which image do you like third best],Question 1 [Which image do you like least],Question 2 [Which image do you like best?],Question 2 [Which image do you like second best?],Question 2 [Which image do you like third best],Question 2 [Which image do you like least],Question 3 [Which image do you like best?],Question 3 [Which image do you like second best?],Question 3 [Which image do you like third best],Question 3 [Which image do you like least],Question 4 [Which image do you like best?],Question 4 [Which image do you like second best?],Question 4 [Which image do you like third best],Question 4 [Which image do you like least],Question 5 [Which image do you like best?],Question 5 [Which image do you like second best?],Question 5 [Which image do you like third best],Question 5 [Which image do you like least],Question 6 [Which image do you like best?],Question 6 [Which image do you like second best?],Question 6 [Which image do you like third best],Question 6 [Which image do you like least],Question 7 [Which image do you like best?],Question 7 [Which image do you like second best?],Question 7 [Which image do you like third best],Question 7 [Which image do you like least],Question 8 [Which image do you like best?],Question 8 [Which image do you like second best?],Question 8 [Which image do you like third best],Question 8 [Which image do you like least],Question 9 [Which image do you like best?],Question 9 [Which image do you like second best?],Question 9 [Which image do you like third best],Question 9 [Which image do you like least],Question 10 [Which image do you like best?],Question 10 [Which image do you like second best?],Question 10 [Which image do you like third best],Question 10 [Which image do you like least],Question 11 [Which image do you like best?],Question 11 [Which image do you like second best?],Question 11 [Which image do you like third best],Question 11 [Which image do you like least],Question 12 [Which image do you like best?],Question 12 [Which image do you like second best?],Question 12 [Which image do you like third best],Question 12 [Which image do you like least],Question 13 [Which image do you like best?],Question 13 [Which image do you like second best?],Question 13 [Which image do you like third best],Question 13 [Which image do you like least],Question 14 [Which image do you like best?],Question 14 [Which image do you like second best?],Question 14 [Which image do you like third best],Question 14 [Which image do you like least],Question 15 [Which image do you like best?],Question 15 [Which image do you like second best?],Question 15 [Which image do you like third best],Question 15 [Which image do you like least],Question 16 [Which image do you like best?],Question 16 [Which image do you like second best?],Question 16 [Which image do you like third best],Question 16 [Which image do you like least],Do you have any comments about which features in the images you find appealing?
10/06/2023 16:00:16,I consent,Image 2,Image 3,Image 4,Image 1,Image 2,Image 4,Image 1,Image 3,Image 1,Image 3,Image 2,Image 4,Image 3,Image 2,Image 1,Image 4,Image 2,Image 4,Image 3,Image 1,Image 2,Image 3,Image 1,Image 4,Image 4,Image 3,Image 1,Image 2,Image 2,Image 3,Image 4,Image 1,Image 2,Image 4,Image 1,Image 3,Image 4,Image 2,Image 3,Image 1,Image 1,Image 2,Image 4,Image 3,Image 3,Image 2,Image 1,Image 4,Image 4,Image 3,Image 1,Image 2,Image 2,Image 1,Image 3,Image 4,Image 2,Image 3,Image 4,Image 1,Image 3,Image 2,Image 1,Image 4,Clarity and diverse lighting.
10/06/2023 16:04:54,I consent,Image 2,Image 3,Image 1,Image 4,Image 1,Image 3,Image 4,Image 2,Image 1,Image 4,Image 3,Image 2,Image 1,Image 2,Image 3,Image 4,Image 1,Image 2,Image 3,Image 4,Image 4,Image 1,Image 2,Image 3,Image 1,Image 4,Image 3,Image 2,Image 2,Image 3,Image 1,Image 4,Image 2,Image 1,Image 3,Image 4,Image 2,Image 1,Image 3,Image 4,Image 2,Image 1,Image 3,Image 4,Image 4,Image 2,Image 3,Image 1,Image 1,Image 2,Image 4,Image 3,Image 2,Image 3,Image 1,Image 4,Image 1,Image 4,Image 3,Image 2,Image 4,Image 2,Image 3,Image 1,
10/06/2023 17:14:02,I consent,Image 1,Image 4,Image 2,Image 3,Image 3,Image 1,Image 4,Image 2,Image 1,Image 4,Image 3,Image 2,Image 2,Image 1,Image 3,Image 4,Image 3,Image 2,Image 4,Image 1,Image 2,Image 1,Image 3,Image 4,Image 4,Image 3,Image 2,Image 1,Image 3,Image 4,Image 1,Image 2,Image 1,Image 2,Image 4,Image 3,Image 3,Image 2,Image 1,Image 4,Image 2,Image 3,Image 1,Image 4,Image 3,Image 1,Image 4,Image 2,Image 1,Image 3,Image 2,Image 4,Image 2,Image 1,Image 4,Image 3,Image 1,Image 3,Image 4,Image 2,Image 1,Image 2,Image 3,Image 4,"I rated by blurriness, level of detail, artifacts (repeating patterns), not too dark and not too bright. "
10/06/2023 17:31:32,I consent,Image 2,Image 4,Image 1,Image 3,Image 2,Image 3,Image 4,Image 1,Image 1,Image 4,Image 3,Image 2,Image 2,Image 4,Image 1,Image 3,Image 3,Image 1,Image 2,Image 4,Image 2,Image 3,Image 4,Image 1,Image 2,Image 3,Image 4,Image 1,Image 1,Image 3,Image 2,Image 4,Image 1,Image 2,Image 3,Image 4,Image 1,Image 3,Image 4,Image 2,Image 2,Image 1,Image 4,Image 3,Image 3,Image 2,Image 4,Image 1,Image 4,Image 1,Image 3,Image 2,Image 2,Image 3,Image 4,Image 1,Image 2,Image 3,Image 4,Image 1,Image 4,Image 1,Image 3,Image 2,Warm colors and pictures reminding you of your vacations
10/06/2023 18:39:53,I consent,Image 2,Image 1,Image 4,Image 3,Image 2,Image 4,Image 3,Image 1,Image 3,Image 1,Image 4,Image 2,Image 2,Image 1,Image 4,Image 3,Image 3,Image 4,Image 2,Image 1,Image 3,Image 4,Image 1,Image 2,Image 2,Image 4,Image 3,Image 1,Image 3,Image 2,Image 1,Image 4,Image 1,Image 2,Image 4,Image 3,Image 1,Image 2,Image 3,Image 4,Image 2,Image 3,Image 1,Image 4,Image 3,Image 1,Image 2,Image 4,Image 4,Image 1,Image 2,Image 3,Image 2,Image 1,Image 4,Image 3,Image 2,Image 3,Image 1,Image 4,Image 1,Image 2,Image 3,Image 4,
10/06/2023 18:51:42,I consent,Image 1,Image 4,Image 2,Image 3,Image 2,Image 4,Image 3,Image 1,Image 3,Image 4,Image 1,Image 2,Image 2,Image 1,Image 4,Image 3,Image 3,Image 2,Image 4,Image 1,Image 2,Image 3,Image 4,Image 1,Image 2,Image 1,Image 3,Image 4,Image 3,Image 1,Image 2,Image 4,Image 1,Image 3,Image 4,Image 2,Image 1,Image 4,Image 3,Image 2,Image 1,Image 3,Image 2,Image 4,Image 3,Image 1,Image 2,Image 4,Image 4,Image 1,Image 3,Image 2,Image 2,Image 1,Image 3,Image 4,Image 2,Image 3,Image 4,Image 1,Image 4,Image 2,Image 3,Image 1,Image 2 Q 14
10/06/2023 21:05:20,I consent,Image 1,Image 3,Image 4,Image 2,Image 2,Image 1,Image 3,Image 4,Image 3,Image 1,Image 4,Image 2,Image 2,Image 1,Image 3,Image 4,Image 2,Image 1,Image 4,Image 3,Image 2,Image 1,Image 3,Image 4,Image 2,Image 4,Image 3,Image 1,Image 3,Image 2,Image 4,Image 1,Image 1,Image 3,Image 2,Image 4,Image 4,Image 1,Image 3,Image 2,Image 2,Image 4,Image 1,Image 3,Image 3,Image 2,Image 1,Image 4,Image 4,Image 2,Image 1,Image 3,Image 2,Image 3,Image 1,Image 4,Image 2,Image 3,Image 4,Image 1,Image 1,Image 3,Image 4,Image 2,I liked the sunset versions :)
10/06/2023 21:06:28,I consent,Image 1,Image 2,Image 4,Image 3,Image 3,Image 2,Image 4,Image 1,Image 3,Image 1,Image 4,Image 2,Image 3,Image 1,Image 2,Image 4,Image 4,Image 3,Image 1,Image 2,Image 2,Image 3,Image 1,Image 4,Image 3,Image 1,Image 4,Image 2,Image 1,Image 4,Image 2,Image 3,Image 2,Image 4,Image 3,Image 1,Image 1,Image 2,Image 3,Image 4,Image 2,Image 4,Image 1,Image 3,Image 4,Image 2,Image 1,Image 3,Image 1,Image 2,Image 3,Image 4,Image 1,Image 4,Image 3,Image 2,Image 1,Image 4,Image 2,Image 3,Image 1,Image 2,Image 3,Image 4,how realistic they are. i also like the ones that have less obvious repitition in like the waves
10/06/2023 21:45:13,I consent,Image 1,Image 4,Image 2,Image 3,Image 4,Image 3,Image 2,Image 1,Image 3,Image 1,Image 4,Image 2,Image 2,Image 1,Image 4,Image 3,Image 3,Image 2,Image 4,Image 1,Image 1,Image 3,Image 4,Image 2,Image 2,Image 4,Image 1,Image 3,Image 3,Image 2,Image 4,Image 1,Image 1,Image 4,Image 3,Image 2,Image 3,Image 1,Image 4,Image 2,Image 2,Image 4,Image 3,Image 1,Image 3,Image 2,Image 4,Image 1,Image 4,Image 3,Image 1,Image 2,Image 2,Image 3,Image 1,Image 4,Image 2,Image 1,Image 4,Image 3,Image 4,Image 3,Image 1,Image 2,"The cotton candy sunsets remind me of my home town sunsets in Port Elgin, Ontario, very realistic, I also really like the mountains with the overcast clouds in the valley, it looks like they were photos taken from New Zealand or British Columbia."
11/06/2023 01:22:59,I consent,Image 1,Image 3,Image 2,Image 4,Image 1,Image 3,Image 4,Image 2,Image 1,Image 4,Image 2,Image 3,Image 4,Image 2,Image 3,Image 1,Image 1,Image 3,Image 4,Image 2,Image 2,Image 3,Image 1,Image 4,Image 1,Image 3,Image 4,Image 2,Image 3,Image 1,Image 4,Image 2,Image 1,Image 3,Image 4,Image 2,Image 2,Image 1,Image 3,Image 4,Image 3,Image 2,Image 4,Image 1,Image 4,Image 3,Image 1,Image 2,Image 3,Image 1,Image 2,Image 4,Image 4,Image 3,Image 2,Image 1,Image 1,Image 3,Image 2,Image 4,Image 4,Image 1,Image 3,Image 2,
11/06/2023 11:39:46,I consent,Image 1,Image 3,Image 2,Image 4,Image 4,Image 2,Image 3,Image 1,Image 3,Image 4,Image 1,Image 2,Image 2,Image 4,Image 1,Image 3,Image 4,Image 2,Image 3,Image 1,Image 3,Image 4,Image 2,Image 1,Image 4,Image 2,Image 3,Image 1,Image 4,Image 2,Image 3,Image 1,Image 1,Image 4,Image 3,Image 2,Image 4,Image 2,Image 1,Image 3,Image 2,Image 4,Image 3,Image 1,Image 3,Image 2,Image 1,Image 4,Image 1,Image 4,Image 2,Image 3,Image 2,Image 3,Image 4,Image 1,Image 2,Image 3,Image 4,Image 1,Image 4,Image 2,Image 3,Image 1,
11/06/2023 13:21:57,I consent,Image 2,Image 4,Image 3,Image 1,Image 1,Image 3,Image 4,Image 2,Image 1,Image 3,Image 4,Image 2,Image 4,Image 2,Image 3,Image 1,Image 1,Image 2,Image 4,Image 3,Image 1,Image 4,Image 2,Image 3,Image 4,Image 3,Image 1,Image 2,Image 2,Image 1,Image 4,Image 3,Image 2,Image 4,Image 1,Image 3,Image 1,Image 3,Image 2,Image 4,Image 4,Image 1,Image 2,Image 3,Image 4,Image 2,Image 3,Image 1,Image 1,Image 3,Image 2,Image 4,Image 4,Image 2,Image 1,Image 3,Image 3,Image 4,Image 2,Image 1,Image 4,Image 3,Image 2,Image 1,
11/06/2023 13:50:30,I consent,Image 1,Image 4,Image 2,Image 3,Image 2,Image 4,Image 3,Image 1,Image 1,Image 3,Image 4,Image 2,Image 2,Image 1,Image 3,Image 4,Image 3,Image 4,Image 2,Image 1,Image 2,Image 4,Image 1,Image 3,Image 4,Image 2,Image 3,Image 1,Image 2,Image 4,Image 3,Image 1,Image 1,Image 2,Image 3,Image 4,Image 4,Image 1,Image 2,Image 3,Image 2,Image 4,Image 1,Image 3,Image 3,Image 2,Image 1,Image 4,Image 4,Image 3,Image 1,Image 2,Image 2,Image 3,Image 1,Image 4,Image 2,Image 3,Image 1,Image 4,Image 3,Image 1,Image 2,Image 4,
11/06/2023 13:51:25,I consent,Image 4,Image 2,Image 3,Image 1,Image 1,Image 4,Image 3,Image 2,Image 1,Image 4,Image 3,Image 2,Image 2,Image 1,Image 4,Image 3,Image 3,Image 4,Image 2,Image 1,Image 2,Image 3,Image 4,Image 1,Image 2,Image 4,Image 3,Image 1,Image 2,Image 3,Image 4,Image 1,Image 1,Image 3,Image 2,Image 4,Image 4,Image 3,Image 1,Image 2,Image 2,Image 4,Image 3,Image 1,Image 3,Image 2,Image 1,Image 4,Image 4,Image 3,Image 1,Image 2,Image 2,Image 3,Image 1,Image 4,Image 2,Image 3,Image 4,Image 1,Image 1,Image 2,Image 3,Image 4,more significant pictures with more contrast colourway are my favorite. if it changes more between dark and light compared to the ones that dont go as dark
11/06/2023 13:52:43,I consent,Image 1,Image 2,Image 4,Image 3,Image 1,Image 2,Image 3,Image 4,Image 3,Image 2,Image 1,Image 4,Image 4,Image 2,Image 3,Image 1,Image 4,Image 3,Image 2,Image 1,Image 1,Image 2,Image 4,Image 3,Image 4,Image 3,Image 2,Image 1,Image 2,Image 4,Image 3,Image 1,Image 2,Image 4,Image 3,Image 1,Image 1,Image 2,Image 3,Image 4,Image 2,Image 1,Image 3,Image 4,Image 4,Image 1,Image 2,Image 3,Image 1,Image 3,Image 2,Image 4,Image 4,Image 3,Image 1,Image 2,Image 1,Image 3,Image 4,Image 2,Image 4,Image 3,Image 2,Image 1,
11/06/2023 14:06:36,I consent,Image 2,Image 1,Image 4,Image 3,Image 3,Image 4,Image 2,Image 1,Image 3,Image 4,Image 1,Image 2,Image 2,Image 3,Image 1,Image 4,Image 2,Image 3,Image 4,Image 1,Image 3,Image 4,Image 2,Image 1,Image 2,Image 4,Image 3,Image 1,Image 4,Image 2,Image 3,Image 1,Image 1,Image 2,Image 4,Image 3,Image 4,Image 2,Image 1,Image 3,Image 2,Image 4,Image 3,Image 1,Image 3,Image 4,Image 2,Image 1,Image 4,Image 3,Image 1,Image 2,Image 2,Image 3,Image 1,Image 4,Image 2,Image 3,Image 4,Image 1,Image 2,Image 4,Image 3,Image 1,
11/06/2023 14:11:53,I consent,Image 1,Image 3,Image 2,Image 4,Image 2,Image 3,Image 4,Image 1,Image 1,Image 3,Image 4,Image 2,Image 2,Image 1,Image 4,Image 3,Image 3,Image 2,Image 4,Image 1,Image 1,Image 3,Image 4,Image 2,Image 2,Image 4,Image 3,Image 1,Image 4,Image 3,Image 2,Image 1,Image 1,Image 2,Image 3,Image 4,Image 1,Image 4,Image 3,Image 2,Image 2,Image 4,Image 1,Image 3,Image 3,Image 1,Image 2,Image 4,Image 4,Image 1,Image 3,Image 2,Image 2,Image 1,Image 3,Image 4,Image 2,Image 3,Image 1,Image 4,Image 1,Image 3,Image 4,Image 2,
11/06/2023 14:29:12,I consent,Image 3,Image 2,Image 1,Image 4,Image 4,Image 3,Image 2,Image 1,Image 1,Image 3,Image 2,Image 4,Image 3,Image 1,Image 4,Image 2,Image 2,Image 1,Image 3,Image 4,Image 3,Image 2,Image 4,Image 1,Image 3,Image 4,Image 2,Image 1,Image 2,Image 4,Image 3,Image 1,Image 1,Image 3,Image 2,Image 4,Image 1,Image 2,Image 3,Image 4,Image 2,Image 4,Image 3,Image 1,Image 3,Image 1,Image 2,Image 4,Image 4,Image 3,Image 1,Image 2,Image 2,Image 4,Image 3,Image 1,Image 3,Image 2,Image 4,Image 1,Image 1,Image 3,Image 4,Image 2,
11/06/2023 15:10:59,I consent,Image 1,Image 4,Image 2,Image 3,Image 3,Image 4,Image 2,Image 1,Image 3,Image 4,Image 2,Image 1,Image 2,Image 1,Image 4,Image 3,Image 4,Image 1,Image 3,Image 2,Image 2,Image 3,Image 1,Image 4,Image 2,Image 4,Image 1,Image 3,Image 3,Image 2,Image 4,Image 1,Image 1,Image 2,Image 3,Image 4,Image 1,Image 3,Image 2,Image 4,Image 2,Image 1,Image 3,Image 4,Image 3,Image 1,Image 4,Image 2,Image 4,Image 3,Image 1,Image 2,Image 2,Image 1,Image 3,Image 4,Image 3,Image 2,Image 4,Image 1,Image 4,Image 3,Image 1,Image 2,
11/06/2023 15:13:46,I consent,Image 1,Image 2,Image 3,Image 4,Image 1,Image 3,Image 4,Image 2,Image 3,Image 4,Image 2,Image 1,Image 1,Image 2,Image 3,Image 4,Image 1,Image 4,Image 3,Image 2,Image 1,Image 2,Image 4,Image 3,Image 3,Image 4,Image 1,Image 2,Image 1,Image 4,Image 2,Image 3,Image 1,Image 2,Image 4,Image 3,Image 1,Image 4,Image 3,Image 2,Image 1,Image 2,Image 3,Image 4,Image 1,Image 2,Image 4,Image 3,Image 1,Image 3,Image 2,Image 4,Image 4,Image 3,Image 1,Image 2,Image 4,Image 3,Image 1,Image 2,Image 1,Image 3,Image 2,Image 4,
11/06/2023 16:22:24,I consent,Image 1,Image 3,Image 2,Image 4,Image 1,Image 4,Image 3,Image 2,Image 3,Image 1,Image 2,Image 4,Image 4,Image 1,Image 3,Image 2,Image 1,Image 3,Image 4,Image 2,Image 3,Image 4,Image 2,Image 1,Image 2,Image 1,Image 3,Image 4,Image 2,Image 3,Image 1,Image 4,Image 1,Image 3,Image 2,Image 4,Image 1,Image 2,Image 3,Image 4,Image 2,Image 3,Image 1,Image 4,Image 3,Image 1,Image 4,Image 2,Image 4,Image 1,Image 3,Image 2,Image 2,Image 1,Image 3,Image 4,Image 1,Image 2,Image 3,Image 4,Image 4,Image 3,Image 1,Image 2,I didn't like anything that looked like ai artifacts which means black dots or features that looked to repeating. My selection otherwise bias sunsets sinse it often made the composition more interesting. 
11/06/2023 17:05:55,I consent,Image 2,Image 1,Image 4,Image 3,Image 4,Image 2,Image 3,Image 1,Image 3,Image 4,Image 1,Image 2,Image 2,Image 3,Image 1,Image 4,Image 2,Image 3,Image 4,Image 1,Image 2,Image 3,Image 4,Image 1,Image 2,Image 4,Image 1,Image 3,Image 3,Image 1,Image 2,Image 4,Image 1,Image 2,Image 4,Image 3,Image 2,Image 1,Image 4,Image 3,Image 2,Image 4,Image 1,Image 3,Image 2,Image 3,Image 1,Image 4,Image 4,Image 2,Image 1,Image 3,Image 2,Image 3,Image 4,Image 1,Image 2,Image 3,Image 4,Image 1,Image 1,Image 3,Image 2,Image 4,
11/06/2023 17:14:40,I consent,Image 2,Image 4,Image 1,Image 3,Image 2,Image 3,Image 1,Image 4,Image 1,Image 4,Image 3,Image 2,Image 2,Image 1,Image 3,Image 4,Image 4,Image 2,Image 3,Image 1,Image 3,Image 4,Image 2,Image 1,Image 3,Image 2,Image 4,Image 1,Image 4,Image 3,Image 1,Image 2,Image 1,Image 2,Image 3,Image 4,Image 4,Image 1,Image 2,Image 3,Image 2,Image 4,Image 1,Image 3,Image 3,Image 4,Image 1,Image 2,Image 4,Image 1,Image 3,Image 2,Image 2,Image 3,Image 1,Image 4,Image 2,Image 4,Image 3,Image 1,Image 2,Image 3,Image 1,Image 4,
11/06/2023 18:59:17,I consent,Image 1,Image 3,Image 2,Image 4,Image 1,Image 4,Image 3,Image 2,Image 3,Image 1,Image 4,Image 2,Image 2,Image 1,Image 3,Image 4,Image 3,Image 2,Image 4,Image 1,Image 2,Image 3,Image 1,Image 4,Image 4,Image 3,Image 2,Image 1,Image 2,Image 3,Image 4,Image 1,Image 2,Image 1,Image 3,Image 4,Image 2,Image 3,Image 4,Image 1,Image 3,Image 4,Image 1,Image 2,Image 2,Image 3,Image 4,Image 1,Image 4,Image 3,Image 1,Image 2,Image 2,Image 3,Image 4,Image 1,Image 1,Image 2,Image 3,Image 4,Image 4,Image 3,Image 1,Image 2,
12/06/2023 11:47:19,I consent,Image 1,Image 4,Image 2,Image 3,Image 2,Image 4,Image 1,Image 3,Image 2,Image 4,Image 3,Image 1,Image 1,Image 4,Image 3,Image 2,Image 3,Image 2,Image 4,Image 1,Image 3,Image 2,Image 1,Image 4,Image 3,Image 4,Image 2,Image 1,Image 2,Image 4,Image 1,Image 3,Image 1,Image 3,Image 2,Image 4,Image 4,Image 3,Image 1,Image 2,Image 4,Image 3,Image 2,Image 1,Image 3,Image 2,Image 1,Image 4,Image 1,Image 2,Image 4,Image 3,Image 1,Image 2,Image 3,Image 4,Image 4,Image 3,Image 2,Image 1,Image 2,Image 4,Image 3,Image 1,
12/06/2023 12:14:09,I consent,Image 4,Image 1,Image 2,Image 3,Image 2,Image 4,Image 1,Image 3,Image 3,Image 1,Image 4,Image 2,Image 4,Image 2,Image 1,Image 3,Image 2,Image 3,Image 4,Image 1,Image 2,Image 4,Image 1,Image 3,Image 1,Image 2,Image 3,Image 4,Image 1,Image 4,Image 3,Image 2,Image 1,Image 3,Image 2,Image 4,Image 1,Image 2,Image 3,Image 4,Image 1,Image 2,Image 3,Image 4,Image 1,Image 2,Image 3,Image 4,Image 1,Image 2,Image 3,Image 4,Image 2,Image 3,Image 4,Image 1,Image 2,Image 1,Image 3,Image 4,Image 2,Image 1,Image 3,Image 4,
12/06/2023 12:30:39,I consent,Image 3,Image 2,Image 1,Image 4,Image 4,Image 3,Image 2,Image 1,Image 3,Image 4,Image 1,Image 2,Image 2,Image 1,Image 3,Image 4,Image 2,Image 3,Image 4,Image 1,Image 3,Image 1,Image 4,Image 2,Image 2,Image 4,Image 3,Image 1,Image 3,Image 2,Image 4,Image 1,Image 1,Image 2,Image 3,Image 4,Image 2,Image 1,Image 4,Image 3,Image 4,Image 3,Image 2,Image 1,Image 3,Image 2,Image 1,Image 4,Image 3,Image 4,Image 1,Image 2,Image 2,Image 3,Image 1,Image 4,Image 2,Image 3,Image 4,Image 1,Image 4,Image 3,Image 1,Image 2,
12/06/2023 15:23:35,I consent,Image 1,Image 3,Image 2,Image 4,Image 2,Image 3,Image 4,Image 1,Image 3,Image 1,Image 4,Image 2,Image 2,Image 1,Image 3,Image 4,Image 2,Image 3,Image 4,Image 1,Image 3,Image 4,Image 2,Image 1,Image 2,Image 3,Image 4,Image 1,Image 3,Image 2,Image 4,Image 1,Image 1,Image 2,Image 4,Image 3,Image 4,Image 1,Image 3,Image 2,Image 2,Image 4,Image 1,Image 3,Image 3,Image 1,Image 2,Image 4,Image 4,Image 3,Image 1,Image 2,Image 2,Image 1,Image 4,Image 3,Image 2,Image 1,Image 3,Image 4,Image 4,Image 3,Image 2,Image 1,High contrast in color and definite shapes apparently
12/06/2023 16:07:15,I consent,Image 1,Image 4,Image 2,Image 3,Image 3,Image 4,Image 2,Image 1,Image 1,Image 3,Image 4,Image 2,Image 2,Image 1,Image 4,Image 3,Image 2,Image 3,Image 4,Image 1,Image 3,Image 2,Image 4,Image 1,Image 2,Image 4,Image 3,Image 1,Image 2,Image 3,Image 4,Image 1,Image 1,Image 2,Image 3,Image 4,Image 3,Image 2,Image 4,Image 1,Image 2,Image 4,Image 3,Image 1,Image 3,Image 2,Image 1,Image 4,Image 4,Image 1,Image 3,Image 2,Image 2,Image 3,Image 1,Image 4,Image 2,Image 3,Image 4,Image 1,Image 4,Image 1,Image 3,Image 2,Color
12/06/2023 20:02:59,I consent,Image 1,Image 2,Image 3,Image 4,Image 4,Image 3,Image 2,Image 1,Image 1,Image 3,Image 4,Image 2,Image 2,Image 1,Image 4,Image 3,Image 2,Image 1,Image 4,Image 3,Image 3,Image 1,Image 4,Image 2,Image 2,Image 4,Image 3,Image 1,Image 3,Image 2,Image 4,Image 1,Image 1,Image 3,Image 2,Image 4,Image 4,Image 1,Image 3,Image 2,Image 2,Image 4,Image 3,Image 1,Image 3,Image 1,Image 2,Image 4,Image 4,Image 3,Image 1,Image 2,Image 2,Image 1,Image 3,Image 4,Image 4,Image 3,Image 2,Image 1,Image 4,Image 3,Image 2,Image 1,
12/06/2023 21:31:44,I consent,Image 1,Image 4,Image 2,Image 3,Image 2,Image 4,Image 3,Image 1,Image 3,Image 4,Image 1,Image 2,Image 2,Image 4,Image 1,Image 3,Image 3,Image 4,Image 2,Image 1,Image 2,Image 3,Image 4,Image 1,Image 4,Image 3,Image 1,Image 2,Image 4,Image 3,Image 1,Image 2,Image 1,Image 2,Image 4,Image 3,Image 1,Image 3,Image 2,Image 4,Image 2,Image 4,Image 3,Image 1,Image 4,Image 3,Image 2,Image 1,Image 4,Image 3,Image 1,Image 2,Image 2,Image 1,Image 3,Image 4,Image 2,Image 3,Image 4,Image 1,Image 4,Image 3,Image 2,Image 1,